officename,pincode
Waddicherla PDC,506303
Neerukulla PDC,506342
Dudekulapalli PDC,506169
Pambapur PDC,506169
Gurrampaet PDC,506168
Peddapur PDC,506342
Neredupalli PDC,506168
Jookal PDC,506356
Raghavareddipet PDC,506356
Ilapuram PDC,506165
Buttaigudem PDC,506165
Etur PDC,506165
Gurrevula PDC,506165
Tupakulagudem PDC,506165
Nallakunta PDC,506345
Adavirangapur PDC,506168
Bussapur PDC,506344
Dumpaligudem PDC,506344
Tadvai PDC,506344
BUSSAPUR PDC,503218
Rangapur PDC,506366
Dhamervai PDC,506344
Jawaharnagar PDC,506344
Devagiripatnam PDC,506352
Kannaigudem PDC,506352
Kasimdevipet PDC,506352
Buchannapet PDC,506172
Chunchupalli PDC,506172
Poredupalli PDC,506172
Komatipalli PDC,535559
Mallur PDC,506172
Ponagandla PDC,506170
Dongalasingaram PDC,506349
Mohd Gouspalli PDC,506349
Rudragudem PDC,506350
Neredupalli PDC,506349
Ramachandrapuram PDC,506349
Madarmetla PDC,506366
Madanpalli PDC,506343
Kowkonda PDC,506391
Narsakkapalli PDC,506391
Puligilla PDC,506391
Raiparthy PDC,506391
Vellampalli PDC,506391
Malakpet PDC,506391
Karlapalli PDC,506347
Rangapur Project Nagar PDC,506347
Laknavaram PDC,506347
Medaram PDC,506347
Bollepalle (P L) PDC,506347
Jaggaiahpet PDC,506348
Rangaiahpalli PDC,506348
Narayanpur PDC,506348
Pochanpalli PDC,506348
Chennapur PDC,506319
Koppula PDC,506319
Surampet PDC,506319
Tandrial PDC,505306
Kamalapur PDC,505425
Lingannapet PDC,505304
Manair Project PDC,505304
Nancherla PDC,505532
Vengalaipet PDC,505532
Ammakkapet PDC,505450
Potharam PDC,505452
Servapuram PDC,505452
Vallampalli PDC,505453
Konaraopet PDC,505301
Pothugal PDC,505404
Dharmarajpalli PDC,505331
Kolvai PDC,505454
Takkallapalli PDC,505454
Kandlapalli PDC,505454
Valgonda PDC,505454
Anthergaon PDC,505455
MOTHE PDC,503120
New Bus Stand Jagtial PDC,505455
Mallannapet PDC,505529
Nagnur Lachakkapet PDC,505529
Garjanapalli PDC,505305
Allipur PDC,505460
Thatlavai PDC,505460
Lingampet PDC,505307
Dulur PDC,505462
Takkallapalli PDC,505462
Bhushanraopet PDC,505462
Kathalapur PDC,505462
Mamidipalli PDC,505301
Marthanpet PDC,505301
Malakpet PDC,505301
Venkatropet PDC,505325
Chintalathana PDC,505302
Jillella PDC,505405
Mandepalli PDC,505405
Nerella PDC,505405
Chekkapalli PDC,505302
Thotapalli PDC,505466
Choutapalli PDC,505466
Mirzapur PDC,505466
Gugilla PDC,505528
Ramchandrapuram PDC,505528
Ananthapalli PDC,505524
Narsingapur PDC,505524
Peddapur PDC,505415
Arnakonda PDC,505415
Chakunta PDC,505415
Nagulamallial PDC,505401
Tippaipalli PDC,505501
Voblapur PDC,505402
Deshrajpalli PDC,505451
Vannaram PDC,505451
Malkapur PDC,505451
Chengerla PDC,505469
Aithpalli PDC,505531
Thirumalapur PDC,505531
Gopalraopet PDC,505531
Shanagar PDC,505531
Gannervaram PDC,505530
Vadloorbegumpet PDC,505530
Varkole PDC,505530
Galipalli PDC,505530
Vachunur PDC,505530
Baswapur PDC,509152
Gundimalla PDC,509152
Narva PDC,509130
Yamki PDC,509130
Thipdampally PDC,509131
Mulamalla PDC,509131
Nandimalla PDC,509131
Bingidoddi PDC,509127
Uttanur PDC,509127
Mannapur PDC,509133
Priyadarshini Juriyala Project PDC,509133
Atmakur PDC,509133
Chintalkunta PDC,509129
Gorlakhan Doddi PDC,509129
Nandinne PDC,509129
Itkyala PDC,509128
Korvipad PDC,509128
Puttandoddi PDC,509128
Maddelabanda PDC,509132
Ramapuram PDC,509126
Kyathur PDC,509153
Pragatur PDC,509153
Pedda Dhanwada PDC,509135
Pathamolgara PDC,509382
Veltur PDC,509382
Addakal PDC,509382
Maddigatla PDC,509382
Tatikonda PDC,509382
Annasagar PDC,509407
Nagaram PDC,509204
Koilsagar PDC,509204
Bijwar PDC,509205
Kochasindri PDC,835225
Bongaibera PDC,835103
Hesal PDC,835103
Maheshpur PDC,835103
Sugnu PDC,835103
Baram PDC,835103
Icha PDC,835227
Jaipur PDC,835227
Latra PDC,835227
Marcha PDC,835227
Ramtolaya PDC,835227
Salegutu PDC,835227
Sarbo PDC,835227
Sarita PDC,835227
Sode PDC,835227
Surhu PDC,835227
Tirla PDC,835227
Tamba PDC,835227
Jariya PDC,835227
Kajurda PDC,835227
Pesam PDC,835227
Tarasiladon PDC,835221
Karkata PDC,835221
Gerda PDC,835201
Kutunjia PDC,835201
Lamgarh PDC,835201
Latakel PDC,835201
BINTUKA PDC,835201
TONEYA PDC,835201
Kumhari PDC,835229
Longa PDC,835229
Lungtu PDC,835229
Moreng PDC,835229
Tetra PDC,835229
Amalia PDC,835203
Phulwartangar PDC,835228
Janawal PDC,835206
Tabela PDC,835206
Sakra PDC,835206
Gamharia PDC,835208
Sirkot PDC,835208
Deobahar PDC,835235
Lathakhaman PDC,835235
BAGHCHATA PDC,835235
Baribringa PDC,835211
Bongera PDC,835211
Gariajore PDC,835212
Khinda PDC,835212
Taisera PDC,835212
Jingi PDC,835213
Opa PDC,835213
Pandra PDC,835213
Pandri PDC,835213
Bagha PDC,835302
Senha PDC,835302
Khariya PDC,835302
Konkel PDC,835232
Raidih PDC,835232
Telgaon PDC,835232
Fasia PDC,835232
Kujam PDC,835218
Dina PDC,835230
Majhgaon PDC,835230
Baghima PDC,835220
Dhedhouli PDC,835220
Tangaria PDC,835220
Tapkara PDC,835220
Koinara PDC,835220
Rengola PDC,835220
Jokbahar PDC,835223
Keshalpur PDC,835223
Bhurso PDC,835224
Nagar PDC,835224
Olmunda PDC,835224
Baliajor PDC,835226
Bansjor PDC,835226
Behrinbasa PDC,835226
Bolba PDC,835226
Kurmia PDC,835226
Kharka PDC,835233
Deogaon PDC,835202
Kesha PDC,835202
Tuko PDC,835202
Sarsa PDC,835202
Chittarkota PDC,835205
Soba PDC,835205
Turmuli PDC,835205
Nibaranpur PDC,834002
Bhawro PDC,835301
Bisahakhatanga PDC,835301
Ranikhatanga PDC,835301
Gagi PDC,834006
Hussir PDC,834006
Satakanadu PDC,834006
Chaingara PDC,835214
Karkara PDC,835214
Sons PDC,835214
Baragain PDC,835325
Mahuary PDC,835325
Narauli PDC,835325
Tati PDC,835325
Buti PDC,834012
Hundur PDC,835217
Irba PDC,835217
Kedal PDC,835217
Baxidih PDC,835219
Chandra PDC,835219
Ichadag PDC,835219
Gutua PDC,835303
Kuli PDC,835303
Katulahna PDC,835222
Marwa PDC,835222
Maheshtikri PDC,814155
Rupni PDC,814155
Sanour PDC,814155
Jamunia PDC,814157
Jhillighat PDC,814157
Mathurapur PDC,814114
Gadibahirkunda PDC,814120
Rajan Amar Kunda PDC,814120
Jardaha PDC,814120
Gandhigram PDC,814133
Hilaway PDC,814133
Latauna PDC,814133
Motiya Dumariya PDC,814133
Pathra PDC,814133
Asanchua PDC,815351
Chalna Dhobna PDC,815351
Dakhin Bahal PDC,815351
Mejhia PDC,815351
Noni PDC,815351
Kurta PDC,815352
Sitalpur PDC,815352
Kukraha PDC,815357
Satki PDC,815359
Gorhia PDC,814165
Madhurai PDC,814165
Bagjora PDC,815353
Dhamni PDC,815353
Margomunda PDC,815353
Ramchandrapur PDC,815353
Anjana PDC,814154
Dighi PDC,814154
Kasba PDC,814154
Kushmil PDC,814154
Naraini PDC,814154
Afzalpur PDC,815355
Debjore PDC,815355
Karaiya PDC,815355
Bara Kerlo PDC,814147
Agiyamore PDC,814153
Ghanghrabandh PDC,814153
Kathaun PDC,814153
Mohani PDC,814153
Nawdiha PDC,814153
Daluraidih PDC,814152
Ghorlas PDC,814152
Hansuadih PDC,814152
Chihutia PDC,814151
Dhamni PDC,814151
M Chikaniya PDC,814151
KAKNI PDC,814151
PATHRA PDC,814151
Choudri Nawadih PDC,814149
Gopibandh PDC,814149
Sabaijore PDC,814149
Bans Jori PDC,814156
Chandanahat PDC,814156
Paharpur PDC,814156
Bara Dhamni PDC,814156
Bara Palma PDC,814156
Karamba PDC,814156
Kathaldih PDC,814156
Kherabani PDC,814156
Mando Pahari PDC,814156
Pertara PDC,814156
Rajabhita PDC,814156
Sagar PDC,814156
Tasgemthu PDC,814156
Paway PDC,814150
Rajapurkolkipara PDC,814111
Salpatra PDC,814111
Golkunda PDC,814111
Salgama PDC,814111
Chotakuskuta PDC,814111
Pahariachhota Baskrom PDC,814111
Paklo PDC,814111
Singdari PDC,814111
PKBazar PDC,816102
Talbaria PDC,816102
Chapri Bara PDC,816102
Karamtokjoka PDC,816102
Margro PDC,816102
Ganeshpur PDC,816101
Kankjol PDC,816101
Masna PDC,816101
Palasbona PDC,816101
Bagjhopa PDC,814118
Dhamnilata PDC,814118
Laximipur PDC,814118
Manjhladih PDC,816103
Chitragoria PDC,816103
Aprol PDC,816120
Motipahari PDC,816120
JKhairbani PDC,814166
Tasaria PDC,814166
Andharo PDC,814166
Barabad PDC,814166
Jinaki PDC,814166
Radhamath PDC,814166
Dhogariya PDC,814158
Bichmahal PDC,816104
Dangapara PDC,816104
Amarbhita PDC,816104
Daharipahar PDC,816104
Kaldanpahar PDC,816104
Shampur PDC,816104
Simaldhap PDC,816104
Sonadhuni PDC,816104
Beldaha PDC,814141
Bishanpur PDC,814141
SHANKARPUR PDC,814141
Bihajori PDC,814141
Jhikra PDC,814103
Dumaria PDC,814103
Kurcho PDC,814103
Murosal PDC,814103
Ramgarh PDC,814103
Silingi Pahar PDC,814103
Jambad PDC,816105
Patharia PDC,816105
Asansol PDC,814119
Gando PDC,814119
Kathalia PDC,814119
Pattabari PDC,814119
Golpur PDC,814119
Bartalli PDC,814119
Makdampur PDC,816106
Rollagram PDC,816106
Sagberia PDC,816106
Banskuli PDC,814144
Jaitara PDC,814144
Mandro PDC,813208
Bhagaiwa PDC,813208
Baridih PDC,813208
Kairasol PDC,813208
Katikbhita PDC,813208
Piaram PDC,813208
Khutan PDC,814145
Petsar PDC,814145
Bhawnipur PDC,816107
Daldali PDC,816107
Nagarnabi PDC,816107
Prithinagar PDC,816107
Karudih PDC,816117
Lagdum PDC,816117
Paliadaha PDC,816117
Basaha PDC,814146
Birajpur PDC,814146
Golbandha PDC,814146
Jarwadi PDC,814146
Khairabani PDC,814146
Talghara PDC,814146
Ghatiari PDC,816110
Kumirdaha PDC,814148
Patjore PDC,814148
Rangalia PDC,814148
Saltola PDC,814148
Dakhchhinjore PDC,814148
Pokharia PDC,814148
Jamnager PDC,816108
Mahasinghpur PDC,816108
Narayanpur PDC,816108
Phudkipur PDC,816108
Bandarjora PDC,814102
Bhaturia PDC,814102
Kairasol PDC,814102
Lakhanpur PDC,814102
Jangalpur PDC,814102
Bedia PDC,814167
Chigalpahari PDC,814167
Amgachhi PDC,814167
Dalahi PDC,814167
Suggapahari PDC,814168
Khatangi PDC,814168
Kunjbona PDC,814167
Baluagairah PDC,816109
Banjhi PDC,816109
Barajirwabari PDC,816109
Mahadeo Ganj PDC,816109
Bankijore PDC,816118
Kolhabadar PDC,816118
Amlachatar PDC,814167
Asanjore PDC,814110
Goari PDC,814110
Kolharia PDC,814110
Lattabar PDC,814167
Majhiandih PDC,814110
Nischintpur PDC,814110
Saruwa PDC,814110
Semra PDC,814110
Karanpura PDC,816129
Gopidih PDC,833101
Padampur PDC,833101
Tilopada PDC,833101
Barabamboo PDC,833102
Chainpur Khas PDC,833102
Gopinathpur PDC,833102
Toklo PDC,833102
Unchibita PDC,833102
Landupada PDC,833102
Hoyahatu PDC,833102
Itihasa PDC,833102
Bharania PDC,833102
Gangda PDC,833106
Soda PDC,833106
Jamkundia PDC,833106
Duia PDC,833106
Kudripa PDC,833106
Bari PDC,833103
Tarkatkocha PDC,833103
Patung PDC,833103
Balandia PDC,833214
Jaintgarh PDC,833214
Khairbandh PDC,833214
Ruia PDC,833214
Sindri Guiya PDC,833214
Siyaljora PDC,833214
Gumuria PDC,833214
Barusai PDC,833214
Angarpada PDC,833214
Bhangaon PDC,833214
Kusmunda PDC,833214
Ambdiha PDC,833214
Chittimitti PDC,833204
Gitilipi PDC,833204
Jhalak PDC,833204
Kathbari PDC,833204
Keshargaria PDC,833204
Sarda PDC,833204
Tantnagar PDC,833204
Pandabir PDC,833204
Angardih PDC,833204
Tentra PDC,833204
Katanga PDC,833204
Kadalsokwa PDC,833204
Jibasai PDC,833204
Pokharpi PDC,833203
Naogaon PDC,833215
Bamebasa PDC,833215
Nimdih PDC,833215
Kuchai PDC,833216
Siadih PDC,833216
Rajanand Pur PDC,833104
Robkera PDC,833104
Beralimun PDC,833104
Tomdel PDC,833104
Unduda PDC,833104
Binju PDC,833104
Rundhikocha PDC,833104
Kakurda PDC,833104
Kirsupkerda PDC,833104
Kotgarh PDC,833218
Seraikella Block PDC,833219
Murkum PDC,833219
Chota Daona PDC,833219
Jarakel PDC,833105
Angarpara PDC,832101
Chhota Porulia PDC,832101
Dandudih PDC,832101
Darkhuli PDC,832101
Jarapal PDC,832101
Kumardubi PDC,832101
Matihana PDC,832101
Sakra PDC,832101
Amlagora PDC,832301
Bardikanpur PDC,832301
Bhandaru PDC,832301
Kendadangri PDC,832301
Rupuskundi PDC,832301
Jamuwa PDC,832301
Adardih PDC,832401
Bamni PDC,832401
Bamni Chaliyama PDC,832401
Kanderbera PDC,832401
Heben PDC,832401
Gordih PDC,832401
Kalyanpur PDC,832401
Buruhatu PDC,832404
Deoltand PDC,832404
Sidhdih PDC,832404
Kaliam PDC,832302
Kantaboni PDC,832302
Mohulishole PDC,832302
Pitajuri PDC,832302
Baramari PDC,832108
Burudih PDC,832108
Dugdha PDC,832108
Nowagarh PDC,832108
Jhantijharna PDC,832303
Gopalpur PDC,832303
Benashol PDC,832303
Chukripara PDC,832303
Hudu PDC,832402
Dumra PDC,832402
Barabanki PDC,831012
Dumuria PDC,832104
Kantasole PDC,832104
Palasbani PDC,832104
Satbakhara PDC,832104
Kamalpur PDC,832105
Pagda PDC,832105
Mahulbani PDC,832105
Lawa PDC,832105
Gitilata PDC,832107
Tumung PDC,832107
Tetla PDC,832107
BKutung PDC,832113
Haludbani PDC,831002
Haludpukur PDC,832113
Harhargutu PDC,831002
Karandih PDC,831002
Narda PDC,832113
Rajnagar PDC,832113
Sangrain PDC,832113
Tangrain PDC,832113
Ghorabandha PDC,831004
North Gadra PDC,831004
Ichadih PDC,832403
Oria PDC,832403
Pargama PDC,832403
Kuiani PDC,832112
Madhavpur PDC,832112
Koira PDC,832112
Kurma PDC,832113
Dumardiha PDC,832113
Harina PDC,832113
Gamharia PDC,832113
Hoodi PDC,560048
Muthsandra PDC,560087
Bidrahalli PDC,560049
Byatarayanapura PDC,560092
Ragihalli PDC,560083
Hennagara PDC,560105
Somanhalli PDC,560116
Thataguni PDC,560082
Chakkalur PDC,562160
Kudlur PDC,562160
Marchanahalli PDC,562160
Rampura PDC,562160
Byagadadenahalli PDC,562106
Vidyanagara PDC,562157
Makali PDC,562108
Mankunda PDC,562108
Nagavara PDC,562108
Ittmadu PDC,562109
K Karenahalli PDC,562109
Manchanayakanahalli PDC,562109
Shanumangala PDC,562109
Anneshwara PDC,562110
Doddasanne PDC,562110
Kannamangala PDC,562110
Kundana PDC,562110
Arebommanahalli PDC,562111
Yelekyathanahalli PDC,562111
Hanabe PDC,561203
Sasalu PDC,561204
Syakaladevanapura PDC,561204
Kolliganahalli PDC,562112
Garakahalli PDC,562138
Jagadapura PDC,562138
Virupakshipura PDC,562138
Kembliganahalli PDC,562114
Kumbalahalli PDC,562114
Chikkamuduvadi PDC,562117
Ganalu PDC,562117
H Kothanuru PDC,562117
Kottagalu PDC,562117
Shivanahalli PDC,562117
Tungani PDC,562117
Venkatarayanadoddi PDC,562117
Yadamaranahalli PDC,562117
Uyyamballi PDC,562117
Bijjahalli PDC,562119
Gollahalli PDC,562119
Herandyappanahalli PDC,562119
Hosadurga PDC,562119
Marasandra PDC,561101
Aluru PDC,562162
Dasanapura PDC,562162
Makali PDC,562162
Terubeedi PDC,562121
Gantiganahalli PDC,561205
Begur PDC,562122
Budihal PDC,562123
Mallarabanavadi PDC,562123
Mylanahalli PDC,562123
Theppadabeguru PDC,562123
Ankanahalli PDC,562159
Avverahalli PDC,562159
Bannikuppe PDC,562159
Krishnapuradoddi PDC,562159
Yerehalli PDC,562159
Jayapura PDC,562159
Marikuppe PDC,562127
Harisandra PDC,562128
Chikkanahalli PDC,562130
Chunchanakuppe PDC,562130
Sankighatta PDC,562131
Doddabele PDC,562132
Ajjanahalli PDC,561201
Attimagere PDC,561201
Harohalli PDC,562135
Koira PDC,562164
Arakere PDC,562163
Iddalgi PDC,587112
Adagal PDC,587201
Jakanur PDC,587201
Muttalgeri PDC,587201
Nilgund PDC,587201
Shivayogmandir PDC,587201
Achanur PDC,587111
Honnakatti PDC,587111
Jadramkunti PDC,587111
Kadlimatti PDC,587111
Shigikeri PDC,587111
Jalihal PDC,587114
Bhagavati PDC,587115
Choudapur PDC,587115
Hiremalgavi PDC,587115
Huvanur PDC,587115
Bhimangad PDC,587202
Ilal PDC,587202
Haladoor PDC,587203
Kutkankeri PDC,587203
Chitwadgi PDC,587118
Havaragi PDC,587118
Ramwadgi PDC,587118
Hireotageri PDC,587154
Hiresingangutti PDC,587154
Moratageri PDC,587154
Tumba PDC,587154
Amarawadgi PDC,587125
Muganur PDC,587120
Hangaragi PDC,587205
Agasankoppa PDC,587206
Yandigeri PDC,587206
Alur S K PDC,587155
Govankoppa PDC,587155
Sutagundar PDC,587207
Chilapur PDC,587124
Linganur PDC,587301
Mundagnur PDC,587301
Todalbagi PDC,587301
Kulali PDC,587113
Nagaral PDC,587113
Anagwadi PDC,587116
Badagandi PDC,587116
Girisagar PDC,587116
Janmatti PDC,587116
Rolli PDC,587116
Kadakol PDC,587119
Shirguppi PDC,587331
Shurpali PDC,587119
Devanal PDC,587204
Sokanadagi PDC,587204
Udagatti PDC,587204
Gani PDC,587121
Petlur PDC,587122
Chimmad PDC,587312
Vajjarmatti PDC,587313
Vantigodi PDC,587313
Marapur PDC,587316
Gadyal PDC,587330
Jambagi PDC,587330
Amtur PDC,591102
Neginhal PDC,591102
Govankop PDC,591104
Khudanpur PDC,591104
Udikeri PDC,591104
Chikbagewadi PDC,591109
Ingalgi PDC,591111
Karalkatti PDC,591111
Mallur PDC,591111
Margankop PDC,591112
Avaradi PDC,591115
Tigadolli PDC,591115
Hunshikatti PDC,591153
Chikkop PDC,591119
Markumbi PDC,591119
Chikahattiholi PDC,591131
Tigadi PDC,591125
Marihal PDC,591103
Mavinkatti PDC,591103
Belavatti PDC,591108
Amte PDC,591345
Agasage PDC,591143
Handignur PDC,591143
Kurihal PDC,591143
Ramgurwadi PDC,591302
Devarai PDC,591301
Godholi PDC,591301
Chapagaon PDC,591120
Halga PDC,591120
Kasaba Nandgad PDC,591120
Machhe PDC,590014
Nandihalli PDC,590014
Wagawade RC PDC,590014
Nilaji PDC,591124
Gojage PDC,591128
Kinaye PDC,590018
Batakurki PDC,591123
Kalmad PDC,591123
M Timmapur PDC,591123
Mudkavi PDC,591123
Achmatti PDC,591110
Chikkumbi PDC,591110
Hanchinal PDC,591110
Hirekop PDC,591114
Hanamasagar PDC,591114
Benkatti PDC,591117
Kullur PDC,591130
Narasapur PDC,591130
Hooli PDC,591126
Horalkatti PDC,591126
Soppadla PDC,591129
Kakarlathota PDC,583102
Yettinabudihal PDC,583102
Handihal Gududur PDC,583103
Kakkabevinahalli PDC,583103
Sanganakal PDC,583103
Lingadahalli PDC,583152
K Veerapura PDC,583111
Y Kaggallu PDC,583111
Yalpi PDC,583111
Yaradammanahalli PDC,583112
Ittigi Muddapura PDC,583113
Kallukamba PDC,583113
Nelludi PDC,583113
Somalapura PDC,583113
Shidigallu PDC,583130
Ittigihal PDC,583114
Vattamuruvani PDC,583114
Badanahatti PDC,583116
Mustagatta PDC,583116
Chanakanur PDC,583121
Nagalapura PDC,583121
Raravi PDC,583121
Arliganur PDC,583121
Nadavi PDC,583122
Nittur PDC,583122
Nagalapura PDC,583123
Halli Kere PDC,583125
Hiremagalagere PDC,583125
Nichavvanahalli PDC,583125
Uchangidurga PDC,583125
Hagarigudihalli PDC,583127
Gundumunugu PDC,583126
Siddapura PDC,583126
Kalingere PDC,583128
Metri PDC,583129
New Daroji PDC,583129
Bachigondanahalli PDC,583212
Dasamapura PDC,583212
Varlahalli PDC,583212
Nittur PDC,583213
Kalvi PDC,583214
Sovenahalli PDC,583214
Kaddi Rampura PDC,583239
Adavihalli PDC,583131
Bagali PDC,583131
Nandibevoor PDC,583131
Hagaranur PDC,583216
Karadi Ayyanahalli PDC,583216
Budanur PDC,583217
Mylar PDC,583217
Alur Kudligi PDC,583218
Hirekumblagunta PDC,583218
Uttangi PDC,583219
Mahajanadahalli PDC,583220
Bukkasagara PDC,583132
Ramasagara PDC,583132
K Ayyanahalli PDC,583134
K Gajapura PDC,583134
Thimmalapura PDC,583134
Hireheggadahal PDC,583135
G Nagalapura PDC,583222
Gunda PDC,583222
Nagarakatte PDC,583136
Yarabalu PDC,583137
Chilagodu PDC,583224
Ekamba PDC,585326
Kherda (A) PDC,585326
Mugnal PDC,585326
Yengunda PDC,585326
Belura PDC,585327
Gorta (B) PDC,585327
Gour PDC,585327
Kadepur PDC,585327
Kitta PDC,585327
Toglur PDC,585327
Dongapur PDC,585328
Warwatti (B) PDC,585446
Yenkura PDC,585446
Ladha (B) PDC,585411
Aliember PDC,585402
TAJALAPUR BIDAR PDC,585402
Kolhar (K) PDC,585404
Aliabad PDC,585404
Rajnal PDC,585402
Baroor PDC,585447
Vithalpur PDC,362720
Aniala PDC,362215
Ganthila PDC,362215
Khorasa Ahir PDC,362215
Thanapipli PDC,362215
Jhalansar PDC,362011
Akala PDC,362245
Dudhala PDC,362245
Gangecha PDC,362245
Kadaya PDC,362245
Bhalpara PDC,362268
Kadvar PDC,362268
Tobra PDC,362268
Bamangadh PDC,362030
Kariya PDC,362030
Mendpara PDC,362030
Gharal PDC,362550
Khatrivada PDC,362550
Motha PDC,362550
Baradiya PDC,362120
Chaparda PDC,362120
Dadar PDC,362120
Adri PDC,362255
Sidokar PDC,362255
Maljinjva PDC,362150
Virpur PDC,362150
Kajardi PDC,362560
Kandhi PDC,362560
Kesariya PDC,362560
Nathal PDC,362560
Vavarda PDC,362560
Bhiyal PDC,362310
Dungri PDC,362610
Kanjha PDC,362610
Jambuda PDC,362130
Kalsari PDC,362130
Nirona PDC,370001
Bhutakia PDC,370155
Fatehgadh PDC,370155
Kanmer PDC,370155
Lakhagadh PDC,370155
Makhel PDC,370155
Praghpar PDC,370155
Sanva PDC,370155
Kidana PDC,370205
Mathak PDC,370205
Devalia PDC,370110
Satapar PDC,370110
Varsamedi PDC,370110
MEGHPAR BORICHI PDC,370110
Chhadwara PDC,370140
Chobari PDC,370140
Manfara PDC,370140
Rampar  B PDC,370140
Shikara PDC,370140
Haripar PDC,370015
Zarpara PDC,370405
Moti Khakhar PDC,370435
Vinjhan PDC,370490
Devpar Gadh PDC,370445
Ludva PDC,370445
Vadasar PDC,370445
Fulra PDC,370627
Lakhapar PDC,370627
Sambharai PDC,370450
Khari Rohar PDC,370201
Hatdi PDC,370410
Baug PDC,370455
Parjau PDC,370641
Merau PDC,370465
Nagalpar Dhindh PDC,370465
Gajod PDC,370430
Dinara PDC,370510
Gorevali PDC,370510
Hodka PDC,370510
Juna PDC,370510
Bhalot PDC,370130
Loharia PDC,370130
Mathada PDC,370130
Kadia Mota PDC,370670
Kadia Nana PDC,370670
Amara PDC,370605
Bhanada PDC,370645
Vadapadhar PDC,370645
Ashram Chakar PDC,370105
Mota Bandra PDC,370105
Bambhadai PDC,370475
Mapar PDC,370475
Nana Laija PDC,370475
Panchotiya PDC,370475
Badalpar PDC,370145
Gagodar PDC,370145
Manaba PDC,370145
Sany PDC,370145
Vallabhapar K PDC,370145
Dhaneti PDC,370020
Kalyanpar PDC,370610
Jiyapar PDC,370030
Kotda Roha PDC,370030
Sanosara PDC,370030
Sukhpar Roha PDC,370030
Bitta PDC,370650
Chiyasar PDC,370650
Dhanavada PDC,370650
Baroi PDC,370421
Butta PDC,370655
Jangadia PDC,370655
Gunau PDC,370655
Lakhapar PDC,370425
Vanki PDC,370425
Anandpar PDC,370165
Bela PDC,370165
Dabhunda PDC,370165
Dholavira PDC,370165
Gedi PDC,370165
Jesda PDC,370165
Nilpar PDC,370165
Ramvav PDC,370165
Tindalva PDC,370165
Bharapar PDC,370625
Laliyana PDC,370150
Vandhiya PDC,370150
Fulay PDC,370655
Pipar PDC,370655
Subhashpar PDC,370601
ATPS Nani Chher PDC,370601
Dhamadka PDC,370115
Advana PDC,360590
Gadu PDC,360590
Shingda PDC,360590
Kantol PDC,362620
Kavalka PDC,362620
Vekri PDC,362620
Kuchhdi PDC,360579
Miyani PDC,360579
Pandavadar PDC,360579
Ratdi PDC,360579
Gokran PDC,362650
Samarda PDC,362230
Sharma PDC,362230
Galvav PDC,362630
Nandarkha PDC,362630
Velva PDC,362630
Loej PDC,362225
Husenabad PDC,362225
Matiyana PDC,362625
Vadala Ghed PDC,362625
Navibandar PDC,360576
Bhoddar PDC,360570
Mokal PDC,360570
Ranakhirasara PDC,360570
Thoyana PDC,360570
Amardad PDC,360550
Bhod PDC,360550
Bileshwar PDC,360550
Bhindora PDC,362640
Talodra PDC,362240
Derala PDC,363660
Kuntasi PDC,363660
Vavania PDC,363660
Virparda PDC,363660
Kumbhariya PDC,363630
Khokhaddad PDC,360022
Juna Nagdavas PDC,363670
Ghunda S PDC,363641
Ghuntu PDC,363641
Khakhrala PDC,363641
Khevaliya PDC,363641
Nichimandal PDC,363641
Panchasar PDC,363641
Thorala PDC,363641
Vankada PDC,363641
Virpar M PDC,363641
Jambudiya PDC,363642
Pipli PDC,363642
Hadmatiya PDC,360110
Ishwariya PDC,360110
Khajurdi PDC,360110
Khakhdabela PDC,360110
Khamta PDC,360110
Makajimeghpar PDC,360110
Motichanol PDC,360110
Nana Khijadia PDC,360110
Rupavati PDC,360110
Targhari PDC,360110
Ukarda PDC,360110
AnandparMorbi PDC,360003
Sanosara PDC,360003
Dhulia Domda PDC,360021
Ravki PDC,360004
Bhupgadh PDC,360025
Haripar PDC,360025
Kharechiya PDC,360025
Savadi PDC,363650
Kothi PDC,360060
Kundani PDC,360060
Bherda PDC,363621
Chandrapur PDC,363621
Daldi PDC,363621
Lunsariya PDC,363621
Panchdwarka PDC,363621
Akhiyana PDC,363745
Degam PDC,363745
KhervaJat PDC,363745
Nana Goraiya PDC,363745
Navagam Chotila PDC,363520
Dharai PDC,363520
Gunda PDC,363520
Kherana PDC,363520
Moti Moldi PDC,363520
Rajpara PDC,363520
Reshamiya PDC,363520
Zinzuda PDC,363520
Khandiya PDC,363410
MorvadJuni PDC,363410
Panva PDC,363750
Karela PDC,363115
Jegadva PDC,363310
Methan PDC,363310
Narichana PDC,363310
Bakarthali PDC,363040
Katuda PDC,363040
Mota Ankevaliya PDC,363040
Velavadar PDC,363040
Khamisana PDC,363040
Enjar PDC,363330
Ghanshyampur PDC,363330
Kavadiya PDC,363330
Ranmalpur PDC,363330
Kadu PDC,363775
Ankevaliya PDC,363421
Bhoika PDC,363421
Jambu PDC,363421
Mota Timbla PDC,363421
Untadi PDC,363421
Vanala PDC,363421
Rangpur PDC,363421
Kidi PDC,363351
Ranjitgadh PDC,363351
Survadar PDC,363351
Danavada PDC,363510
Gadhad PDC,363510
Kukda PDC,363510
Kuntalpur PDC,363510
Umarda PDC,363510
Khambhalav PDC,363423
Chikasar PDC,363765
Goriyavad PDC,363765
Bharad PDC,363320
Devcharadi PDC,363320
